evento_id,entidade_id,split,n_eventos_anteriores,churn_rotulo,churn_baseline,next_category_rotulo,next_category_baseline,next_value_rotulo,next_value_baseline,ltv_rotulo,ltv_baseline
86747,713.576.900-70,test,20,1.0,48.2,,Máquinas,,6.0,,8.0
792,713.578.012-46,train,0,1.0,101.99133428646456,Sementes,Defensivos,0.0,0,2.0,2.0
34511,713.578.012-46,train,1,0.0,367.0,Defensivos,Sementes,9.0,1.0,6.0,2.0
35248,713.578.012-46,train,2,0.0,188.0,Fertilizantes,Sementes,8.0,1.0,5.0,2.0
42411,713.578.012-46,train,3,0.0,152.0,Defensivos,Sementes,7.0,1.0,7.0,2.0
46143,713.578.012-46,train,4,0.0,124.75,Sementes,Sementes,2.0,1.0,7.0,2.0
56014,713.578.012-46,train,5,0.0,122.2,Máquinas,Sementes,6.0,1.0,7.0,7.0
56523,713.578.012-46,train,6,0.0,102.83333333333333,Defensivos,Sementes,1.0,1.0,2.0,7.0
65566,713.578.012-46,train,7,1.0,103.14285714285714,Fertilizantes,Sementes,2.0,1.0,2.0,7.0
82319,713.578.012-46,val,8,1.0,113.75,Sementes,Sementes,5.0,1.0,3.0,7.0
96908,713.578.012-46,test,9,,118.77777777777777,,Sementes,,1.0,,7.0
10889,713.680.955-00,train,0,0.0,101.99133428646456,Fertilizantes,Defensivos,9.0,0,7.0,2.0
11707,713.680.955-00,train,1,0.0,9.0,Defensivos,Fertilizantes,4.0,3.0,3.0,7.0
16341,713.680.955-00,train,2,0.0,30.5,Defensivos,Fertilizantes,0.0,3.0,4.0,7.0
20867,713.680.955-00,train,3,0.0,37.333333333333336,Defensivos,Fertilizantes,3.0,3.0,3.0,7.0
26142,713.680.955-00,train,4,0.0,43.25,Fertilizantes,Fertilizantes,5.0,3.0,3.0,3.0
29360,713.680.955-00,train,5,1.0,41.6,Máquinas,Defensivos,3.0,3.0,2.0,3.0
46502,713.680.955-00,train,6,1.0,67.0,Fertilizantes,Defensivos,8.0,3.0,4.0,3.0
59801,713.680.955-00,train,7,0.0,79.28571428571429,Fertilizantes,Defensivos,9.0,3.0,4.0,3.0
68285,713.680.955-00,train,8,1.0,81.5,Fertilizantes,Fertilizantes,5.0,3.0,2.0,3.0
94422,713.680.955-00,test,9,,104.77777777777777,,Fertilizantes,,3.0,,3.0
42841,713.718.678-52,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
54353,713.772.373-03,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
60603,713.787.672-25,train,0,1.0,101.99133428646456,Máquinas,Defensivos,2.0,0,2.0,2.0
82629,713.787.672-25,test,1,1.0,249.0,,Máquinas,,7.0,,2.0
20047,713.811.730-20,train,0,0.0,101.99133428646456,Máquinas,Defensivos,1.0,0,4.0,2.0
28934,713.811.730-20,train,1,0.0,101.0,Máquinas,Defensivos,0.0,8.0,7.0,4.0
30155,713.811.730-20,train,2,0.0,57.0,Máquinas,Defensivos,5.0,8.0,7.0,4.0
40169,713.811.730-20,train,3,0.0,75.66666666666667,Máquinas,Máquinas,1.0,8.0,6.0,7.0
41579,713.811.730-20,train,4,0.0,60.75,Máquinas,Máquinas,1.0,8.0,5.0,7.0
43217,713.811.730-20,train,5,1.0,52.4,Máquinas,Máquinas,6.0,1.0,2.0,7.0
61347,713.811.730-20,train,6,0.0,78.16666666666667,Máquinas,Máquinas,5.0,1.0,8.0,7.0
66424,713.811.730-20,train,7,0.0,75.42857142857143,Máquinas,Máquinas,7.0,1.0,7.0,7.0
76883,713.811.730-20,val,8,0.0,80.75,Máquinas,Máquinas,1.0,1.0,4.0,7.0
79329,713.811.730-20,val,9,1.0,74.77777777777777,Máquinas,Máquinas,6.0,1.0,7.0,7.0
93713,713.811.730-20,test,10,0.0,83.3,Máquinas,Máquinas,9.0,1.0,,7.0
96060,713.811.730-20,test,11,,77.9090909090909,,Máquinas,,1.0,,7.0
13042,713.883.328-84,train,0,0.0,101.99133428646456,Defensivos,Defensivos,6.0,0,3.0,2.0
16331,713.883.328-84,train,1,1.0,36.0,Defensivos,Máquinas,9.0,8.0,2.0,3.0
32671,713.883.328-84,train,2,0.0,111.0,Sementes,Máquinas,5.0,8.0,3.0,3.0
32889,713.883.328-84,train,3,1.0,74.66666666666667,Fertilizantes,Defensivos,3.0,8.0,2.0,3.0
79674,713.883.328-84,val,4,0.0,189.0,Fertilizantes,Defensivos,6.0,8.0,3.0,3.0
89185,713.883.328-84,test,5,,172.6,,Defensivos,,8.0,,3.0
60209,713.991.680-29,train,0,1.0,101.99133428646456,Defensivos,Defensivos,2.0,0,2.0,2.0
90300,713.991.680-29,test,1,,340.0,,Defensivos,,2.0,,2.0
7038,713.993.642-00,train,0,0.0,101.99133428646456,Fertilizantes,Defensivos,7.0,0,5.0,2.0
9573,713.993.642-00,train,1,1.0,28.0,Fertilizantes,Fertilizantes,8.0,6.0,4.0,5.0
22677,713.993.642-00,train,2,0.0,86.5,Fertilizantes,Fertilizantes,6.0,6.0,4.0,5.0
28301,713.993.642-00,train,3,0.0,79.33333333333333,Fertilizantes,Fertilizantes,2.0,6.0,4.0,4.0
32703,713.993.642-00,train,4,1.0,71.75,Fertilizantes,Fertilizantes,7.0,6.0,4.0,4.0
44091,713.993.642-00,train,5,1.0,83.2,Fertilizantes,Fertilizantes,8.0,6.0,4.0,4.0
59514,713.993.642-00,train,6,0.0,98.66666666666667,Sementes,Fertilizantes,5.0,6.0,3.0,4.0
66992,713.993.642-00,train,7,1.0,96.85714285714286,Fertilizantes,Fertilizantes,5.0,6.0,2.0,4.0
87110,713.993.642-00,test,8,1.0,113.125,,Fertilizantes,,6.0,,4.0
11475,714.092.989-06,train,0,1.0,101.99133428646456,Defensivos,Defensivos,1.0,0,2.0,2.0
65586,714.092.989-06,train,1,1.0,614.0,,Máquinas,,9.0,2.0,2.0
11501,714.157.433-63,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
212,714.198.039-30,train,0,0.0,101.99133428646456,Defensivos,Defensivos,9.0,0,7.0,2.0
3799,714.198.039-30,train,1,0.0,30.0,Sementes,Fertilizantes,9.0,1.0,9.0,7.0
7237,714.198.039-30,train,2,0.0,32.5,Fertilizantes,Fertilizantes,5.0,1.0,9.0,7.0
7893,714.198.039-30,train,3,0.0,24.0,Máquinas,Fertilizantes,3.0,9.0,9.0,9.0
8012,714.198.039-30,train,4,0.0,18.25,Sementes,Fertilizantes,1.0,9.0,8.0,9.0
11782,714.198.039-30,train,5,0.0,22.8,Fertilizantes,Fertilizantes,8.0,9.0,8.0,9.0
17000,714.198.039-30,train,6,0.0,28.666666666666668,Sementes,Fertilizantes,3.0,9.0,8.0,9.0
17134,714.198.039-30,train,7,0.0,24.857142857142858,Máquinas,Fertilizantes,9.0,9.0,8.0,9.0
17786,714.198.039-30,train,8,1.0,22.625,Fertilizantes,Fertilizantes,8.0,9.0,4.0,8.0
32849,714.198.039-30,train,9,0.0,39.111111111111114,Fertilizantes,Fertilizantes,0.0,9.0,4.0,8.0
37452,714.198.039-30,train,10,0.0,40.3,Fertilizantes,Fertilizantes,8.0,9.0,8.0,8.0
38914,714.198.039-30,train,11,0.0,38.18181818181818,Máquinas,Fertilizantes,7.0,9.0,7.0,8.0
49108,714.198.039-30,train,12,0.0,44.583333333333336,Fertilizantes,Fertilizantes,2.0,9.0,3.0,8.0
51404,714.198.039-30,train,13,0.0,43.23076923076923,Fertilizantes,Fertilizantes,4.0,9.0,3.0,8.0
61101,714.198.039-30,train,14,0.0,48.07142857142857,Fertilizantes,Fertilizantes,2.0,9.0,4.0,8.0
70898,714.198.039-30,train,15,0.0,52.4,Defensivos,Fertilizantes,7.0,9.0,5.0,8.0
72106,714.198.039-30,train,16,1.0,49.9375,Fertilizantes,Fertilizantes,8.0,9.0,4.0,8.0
83137,714.198.039-30,test,17,0.0,54.294117647058826,Defensivos,Fertilizantes,0.0,9.0,,8.0
92718,714.198.039-30,test,18,0.0,57.22222222222222,Fertilizantes,Fertilizantes,5.0,8.0,,8.0
92999,714.198.039-30,test,19,0.0,54.36842105263158,Fertilizantes,Fertilizantes,4.0,8.0,,8.0
99930,714.198.039-30,test,20,0.0,54.7,Fertilizantes,Fertilizantes,8.0,8.0,,8.0
99931,714.198.039-30,test,21,,52.095238095238095,,Fertilizantes,,8.0,,8.0
52787,714.230.602-53,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
6310,714.377.147-30,train,0,1.0,101.99133428646456,Sementes,Defensivos,2.0,0,2.0,2.0
37661,714.377.147-30,train,1,0.0,351.0,Fertilizantes,Fertilizantes,3.0,1.0,2.0,2.0
45788,714.377.147-30,train,2,1.0,221.5,Defensivos,Fertilizantes,8.0,1.0,2.0,2.0
62258,714.377.147-30,train,3,0.0,210.66666666666666,Fertilizantes,Fertilizantes,9.0,1.0,5.0,2.0
62350,714.377.147-30,train,4,0.0,158.25,Fertilizantes,Fertilizantes,4.0,1.0,4.0,2.0
65740,714.377.147-30,train,5,1.0,134.4,Sementes,Fertilizantes,6.0,1.0,3.0,2.0
78326,714.377.147-30,val,6,1.0,135.5,,Fertilizantes,,1.0,2.0,2.0
35995,714.394.425-41,train,0,1.0,101.99133428646456,Máquinas,Defensivos,8.0,0,2.0,2.0
58336,714.394.425-41,train,1,1.0,254.0,Máquinas,Máquinas,6.0,2.0,2.0,2.0
81361,714.394.425-41,val,2,0.0,258.0,Máquinas,Máquinas,7.0,2.0,7.0,2.0
91061,714.394.425-41,test,3,,208.0,,Máquinas,,2.0,,2.0
29275,714.530.941-64,train,0,1.0,101.99133428646456,Máquinas,Defensivos,6.0,0,2.0,2.0
55226,714.530.941-64,train,1,1.0,293.0,Sementes,Sementes,2.0,4.0,2.0,2.0
69839,714.530.941-64,train,2,1.0,231.5,,Sementes,,4.0,2.0,2.0
35707,714.572.345-05,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
7412,714.594.335-21,train,0,0.0,101.99133428646456,Defensivos,Defensivos,3.0,0,5.0,2.0
7488,714.594.335-21,train,1,0.0,1.0,Fertilizantes,Defensivos,6.0,7.0,5.0,5.0
8557,714.594.335-21,train,2,0.0,6.0,Defensivos,Defensivos,0.0,7.0,4.0,5.0
11619,714.594.335-21,train,3,0.0,15.0,Defensivos,Defensivos,5.0,7.0,4.0,5.0
12027,714.594.335-21,train,4,0.0,12.5,Defensivos,Defensivos,0.0,7.0,3.0,5.0
12323,714.594.335-21,train,5,0.0,10.6,Defensivos,Defensivos,4.0,7.0,3.0,5.0
15937,714.594.335-21,train,6,1.0,15.5,Defensivos,Defensivos,1.0,0.0,2.0,5.0
35319,714.594.335-21,train,7,0.0,44.714285714285715,Defensivos,Defensivos,6.0,0.0,5.0,5.0
37229,714.594.335-21,train,8,0.0,41.75,Defensivos,Defensivos,3.0,0.0,4.0,5.0
38863,714.594.335-21,train,9,0.0,39.111111111111114,Defensivos,Defensivos,5.0,0.0,4.0,5.0
40557,714.594.335-21,train,10,0.0,37.2,Fertilizantes,Defensivos,2.0,0.0,3.0,4.0
41383,714.594.335-21,train,11,1.0,34.63636363636363,Defensivos,Defensivos,4.0,0.0,4.0,4.0
53768,714.594.335-21,train,12,0.0,43.416666666666664,Defensivos,Defensivos,8.0,0.0,7.0,4.0
57123,714.594.335-21,train,13,0.0,43.07692307692308,Máquinas,Defensivos,4.0,0.0,7.0,4.0
59709,714.594.335-21,train,14,0.0,42.142857142857146,Fertilizantes,Defensivos,7.0,0.0,6.0,4.0
61038,714.594.335-21,train,15,0.0,40.4,Defensivos,Defensivos,1.0,4.0,6.0,4.0
64853,714.594.335-21,train,16,0.0,40.625,Defensivos,Defensivos,4.0,4.0,6.0,4.0
67711,714.594.335-21,train,17,0.0,40.11764705882353,Defensivos,Defensivos,5.0,4.0,7.0,4.0
69080,714.594.335-21,train,18,0.0,38.77777777777778,Sementes,Defensivos,1.0,4.0,7.0,4.0
72175,714.594.335-21,train,19,0.0,38.578947368421055,Defensivos,Defensivos,5.0,4.0,7.0,4.0
72818,714.594.335-21,train,20,0.0,37.0,Sementes,Defensivos,6.0,4.0,7.0,4.0
73784,714.594.335-21,train,21,0.0,35.76190476190476,Defensivos,Defensivos,8.0,4.0,7.0,7.0
74058,714.594.335-21,train,22,0.0,34.27272727272727,Máquinas,Defensivos,1.0,4.0,6.0,7.0
82914,714.594.335-21,test,23,0.0,37.08695652173913,Máquinas,Defensivos,3.0,4.0,,7.0
83458,714.594.335-21,test,24,0.0,35.791666666666664,Defensivos,Defensivos,2.0,4.0,,7.0
85690,714.594.335-21,test,25,0.0,35.4,Defensivos,Defensivos,9.0,4.0,,7.0
93687,714.594.335-21,test,26,,37.42307692307692,,Defensivos,,4.0,,7.0
62721,714.608.892-82,train,0,0.0,101.99133428646456,Defensivos,Defensivos,1.0,0,3.0,2.0
72025,714.608.892-82,train,1,0.0,107.0,Defensivos,Defensivos,2.0,6.0,8.0,3.0
72040,714.608.892-82,train,2,0.0,53.5,Máquinas,Defensivos,8.0,6.0,8.0,3.0
79723,714.608.892-82,val,3,1.0,64.0,Defensivos,Defensivos,1.0,6.0,2.0,8.0
95635,714.608.892-82,test,4,0.0,92.0,Defensivos,Defensivos,7.0,6.0,,8.0
98067,714.608.892-82,test,5,0.0,78.0,Defensivos,Defensivos,5.0,1.0,,8.0
99563,714.608.892-82,test,6,,66.83333333333333,,Defensivos,,1.0,,8.0
17433,714.613.277-33,train,0,0.0,101.99133428646456,Máquinas,Defensivos,7.0,0,8.0,2.0
20442,714.613.277-33,train,1,0.0,34.0,Defensivos,Sementes,6.0,1.0,3.0,8.0
27258,714.613.277-33,train,2,1.0,56.5,Sementes,Sementes,0.0,1.0,2.0,8.0
45811,714.613.277-33,train,3,0.0,107.0,Defensivos,Sementes,8.0,1.0,4.0,8.0
54765,714.613.277-33,train,4,1.0,105.5,Máquinas,Sementes,0.0,1.0,7.0,8.0
67628,714.613.277-33,train,5,0.0,114.2,Máquinas,Sementes,3.0,1.0,7.0,8.0
67959,714.613.277-33,train,6,0.0,95.83333333333333,Fertilizantes,Sementes,5.0,0.0,6.0,7.0
68081,714.613.277-33,train,7,0.0,82.28571428571429,Máquinas,Máquinas,3.0,0.0,6.0,7.0
70140,714.613.277-33,train,8,0.0,75.125,Defensivos,Máquinas,5.0,0.0,4.0,7.0
70545,714.613.277-33,train,9,0.0,67.22222222222223,Sementes,Máquinas,3.0,0.0,4.0,7.0
71340,714.613.277-33,train,10,1.0,61.4,Defensivos,Máquinas,6.0,0.0,3.0,4.0
85019,714.613.277-33,test,11,1.0,69.72727272727273,Fertilizantes,Máquinas,2.0,3.0,,4.0
97764,714.613.277-33,test,12,0.0,75.16666666666667,Máquinas,Máquinas,2.0,3.0,,4.0
98312,714.613.277-33,test,13,,69.76923076923077,,Máquinas,,3.0,,4.0
68055,714.691.909-90,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
30305,714.772.100-40,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
29038,714.811.097-15,train,0,1.0,101.99133428646456,Sementes,Defensivos,7.0,0,2.0,2.0
71574,714.811.097-15,train,1,0.0,484.0,Sementes,Defensivos,7.0,2.0,3.0,2.0
73011,714.811.097-15,train,2,1.0,250.0,,Defensivos,,2.0,2.0,2.0
18783,714.911.974-39,train,0,0.0,101.99133428646456,Defensivos,Defensivos,6.0,0,7.0,2.0
23287,714.911.974-39,train,1,0.0,51.0,Defensivos,Defensivos,8.0,1.0,7.0,7.0
26173,714.911.974-39,train,2,0.0,42.5,Defensivos,Defensivos,1.0,1.0,6.0,7.0
26421,714.911.974-39,train,3,0.0,29.333333333333332,Defensivos,Defensivos,8.0,1.0,6.0,7.0
26672,714.911.974-39,train,4,0.0,22.5,Máquinas,Defensivos,3.0,1.0,6.0,7.0
27623,714.911.974-39,train,5,0.0,20.2,Defensivos,Defensivos,1.0,1.0,3.0,6.0
28701,714.911.974-39,train,6,0.0,18.666666666666668,Defensivos,Defensivos,4.0,1.0,3.0,6.0
35220,714.911.974-39,train,7,1.0,26.571428571428573,Defensivos,Defensivos,6.0,1.0,7.0,6.0
46129,714.911.974-39,train,8,0.0,38.625,Fertilizantes,Defensivos,0.0,1.0,7.0,6.0
48665,714.911.974-39,train,9,0.0,37.44444444444444,Máquinas,Defensivos,5.0,1.0,7.0,7.0
48671,714.911.974-39,train,10,0.0,33.7,Defensivos,Defensivos,3.0,1.0,3.0,7.0
54380,714.911.974-39,train,11,0.0,36.63636363636363,Fertilizantes,Defensivos,2.0,1.0,2.0,7.0
59609,714.911.974-39,train,12,1.0,38.583333333333336,Fertilizantes,Defensivos,3.0,1.0,4.0,7.0
72592,714.911.974-39,train,13,0.0,47.07692307692308,Sementes,Defensivos,7.0,1.0,4.0,7.0
72658,714.911.974-39,train,14,0.0,43.785714285714285,Defensivos,Defensivos,1.0,1.0,3.0,7.0
73092,714.911.974-39,train,15,0.0,41.13333333333333,Defensivos,Defensivos,4.0,1.0,3.0,7.0
77227,714.911.974-39,val,16,1.0,41.4375,Defensivos,Defensivos,5.0,1.0,4.0,7.0
89508,714.911.974-39,test,17,0.0,47.11764705882353,Sementes,Defensivos,6.0,1.0,,7.0
91389,714.911.974-39,test,18,0.0,45.666666666666664,Fertilizantes,Defensivos,9.0,1.0,,7.0
95458,714.911.974-39,test,19,0.0,45.526315789473685,Sementes,Defensivos,1.0,1.0,,7.0
95461,714.911.974-39,test,20,0.0,43.25,Máquinas,Defensivos,8.0,1.0,,7.0
95600,714.911.974-39,test,21,,41.23809523809524,,Defensivos,,1.0,,7.0
36934,714.961.523-60,train,0,1.0,101.99133428646456,Sementes,Defensivos,9.0,0,2.0,2.0
70263,714.961.523-60,train,1,0.0,382.0,Máquinas,Defensivos,0.0,2.0,3.0,2.0
72061,714.961.523-60,train,2,1.0,201.0,,Defensivos,,2.0,2.0,2.0
79685,715.017.319-55,val,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
60075,715.109.700-02,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
25570,715.119.429-32,train,0,0.0,101.99133428646456,Defensivos,Defensivos,6.0,0,3.0,2.0
26060,715.119.429-32,train,1,1.0,5.0,Defensivos,Defensivos,2.0,6.0,2.0,3.0
56815,715.119.429-32,train,2,1.0,176.0,,Defensivos,,6.0,2.0,3.0
7809,715.125.685-03,train,0,0.0,101.99133428646456,Sementes,Defensivos,8.0,0,8.0,2.0
9704,715.125.685-03,train,1,0.0,21.0,Sementes,Fertilizantes,4.0,1.0,8.0,8.0
12692,715.125.685-03,train,2,0.0,26.5,Defensivos,Fertilizantes,1.0,1.0,8.0,8.0
18934,715.125.685-03,train,3,0.0,41.0,Máquinas,Sementes,8.0,1.0,8.0,8.0
19205,715.125.685-03,train,4,1.0,31.5,Fertilizantes,Sementes,2.0,1.0,2.0,8.0
39032,715.125.685-03,train,5,1.0,70.0,Fertilizantes,Sementes,8.0,1.0,4.0,8.0
51775,715.125.685-03,train,6,1.0,82.5,,Sementes,,1.0,2.0,8.0
57031,715.228.998-04,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
2421,715.276.653-30,train,0,1.0,101.99133428646456,Máquinas,Defensivos,3.0,0,6.0,2.0
18645,715.276.653-30,train,1,0.0,175.0,Fertilizantes,Fertilizantes,6.0,1.0,3.0,6.0
19723,715.276.653-30,train,2,1.0,93.5,Sementes,Fertilizantes,3.0,1.0,2.0,6.0
74390,715.276.653-30,val,3,1.0,269.6666666666667,,Fertilizantes,,1.0,2.0,6.0
11892,715.353.482-24,train,0,0.0,101.99133428646456,Máquinas,Defensivos,7.0,0,9.0,2.0
14596,715.353.482-24,train,1,0.0,29.0,Fertilizantes,Máquinas,0.0,0.0,8.0,9.0
15550,715.353.482-24,train,2,0.0,19.5,Máquinas,Máquinas,8.0,0.0,8.0,9.0
15880,715.353.482-24,train,3,1.0,14.333333333333334,Defensivos,Máquinas,7.0,0.0,2.0,8.0
33837,715.353.482-24,train,4,0.0,61.75,Máquinas,Máquinas,2.0,0.0,6.0,8.0
35776,715.353.482-24,train,5,0.0,53.8,Máquinas,Máquinas,2.0,0.0,5.0,8.0
42782,715.353.482-24,train,6,1.0,58.0,Máquinas,Máquinas,5.0,0.0,2.0,8.0
74832,715.353.482-24,val,7,0.0,102.0,Máquinas,Máquinas,4.0,0.0,6.0,8.0
77308,715.353.482-24,val,8,1.0,92.625,Sementes,Máquinas,4.0,0.0,2.0,8.0
97324,715.353.482-24,test,9,,106.66666666666667,,Máquinas,,0.0,,2.0
25234,715.372.740-07,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
798,715.386.457-18,train,0,1.0,101.99133428646456,Máquinas,Defensivos,3.0,0,5.0,2.0
16916,715.386.457-18,train,1,0.0,168.0,Fertilizantes,Defensivos,3.0,2.0,8.0,5.0
18403,715.386.457-18,train,2,0.0,92.5,Máquinas,Defensivos,7.0,2.0,8.0,5.0
19806,715.386.457-18,train,3,0.0,67.0,Máquinas,Defensivos,0.0,3.0,6.0,8.0
20852,715.386.457-18,train,4,0.0,53.25,Defensivos,Máquinas,5.0,3.0,5.0,8.0
23599,715.386.457-18,train,5,0.0,49.0,Defensivos,Máquinas,6.0,3.0,4.0,8.0
23866,715.386.457-18,train,6,0.0,41.333333333333336,Máquinas,Máquinas,0.0,3.0,3.0,8.0
29327,715.386.457-18,train,7,0.0,44.142857142857146,Sementes,Máquinas,5.0,3.0,6.0,8.0
31462,715.386.457-18,train,8,0.0,41.625,Sementes,Máquinas,1.0,3.0,6.0,8.0
38352,715.386.457-18,train,9,0.0,45.666666666666664,Máquinas,Máquinas,3.0,3.0,6.0,6.0
43744,715.386.457-18,train,10,0.0,47.2,Sementes,Máquinas,2.0,3.0,3.0,6.0
47383,715.386.457-18,train,11,0.0,46.63636363636363,Fertilizantes,Máquinas,3.0,3.0,8.0,6.0
57655,715.386.457-18,train,12,0.0,52.5,Máquinas,Máquinas,1.0,3.0,8.0,6.0
60772,715.386.457-18,train,13,0.0,51.30769230769231,Máquinas,Máquinas,8.0,3.0,9.0,6.0
62572,715.386.457-18,train,14,0.0,49.07142857142857,Sementes,Máquinas,7.0,3.0,8.0,6.0
73152,715.386.457-18,train,15,0.0,53.86666666666667,Máquinas,Máquinas,5.0,3.0,9.0,8.0
74137,715.386.457-18,train,16,0.0,51.1875,Máquinas,Máquinas,5.0,3.0,9.0,8.0
74586,715.386.457-18,val,17,0.0,48.470588235294116,Defensivos,Máquinas,1.0,3.0,8.0,8.0
78404,715.386.457-18,val,18,0.0,48.111111111111114,Máquinas,Máquinas,6.0,3.0,8.0,8.0
78806,715.386.457-18,val,19,0.0,45.8421052631579,Sementes,Máquinas,3.0,3.0,7.0,8.0
80181,715.386.457-18,val,20,0.0,44.3,Máquinas,Máquinas,1.0,3.0,8.0,8.0
81063,715.386.457-18,val,21,0.0,42.666666666666664,Sementes,Máquinas,3.0,3.0,8.0,8.0
81447,715.386.457-18,val,22,0.0,40.95454545454545,Defensivos,Máquinas,7.0,3.0,8.0,8.0
83333,715.386.457-18,test,23,0.0,40.08695652173913,Máquinas,Máquinas,5.0,3.0,,8.0
85470,715.386.457-18,test,24,0.0,39.416666666666664,Fertilizantes,Máquinas,4.0,3.0,,8.0
95558,715.386.457-18,test,25,0.0,42.24,Defensivos,Máquinas,7.0,3.0,,8.0
96249,715.386.457-18,test,26,0.0,40.88461538461539,Máquinas,Máquinas,4.0,3.0,,8.0
97420,715.386.457-18,test,27,,39.77777777777778,,Máquinas,,3.0,,8.0
27056,715.420.340-43,train,0,0.0,101.99133428646456,Sementes,Defensivos,2.0,0,2.0,2.0
37479,715.420.340-43,train,1,1.0,117.0,Sementes,Sementes,2.0,1.0,2.0,2.0
62688,715.420.340-43,train,2,0.0,202.0,Sementes,Sementes,5.0,1.0,4.0,2.0
67550,715.420.340-43,train,3,0.0,153.33333333333334,Sementes,Sementes,7.0,2.0,4.0,2.0
69345,715.420.340-43,train,4,1.0,120.25,Sementes,Sementes,1.0,2.0,2.0,2.0
81686,715.420.340-43,val,5,1.0,123.8,Defensivos,Sementes,4.0,2.0,3.0,2.0
94151,715.420.340-43,test,6,,126.16666666666667,,Sementes,,2.0,,2.0
4524,715.436.819-56,train,0,0.0,101.99133428646456,Defensivos,Defensivos,7.0,0,9.0,2.0
8225,715.436.819-56,train,1,0.0,38.0,Defensivos,Defensivos,4.0,4.0,9.0,9.0
8945,715.436.819-56,train,2,0.0,23.0,Defensivos,Defensivos,3.0,4.0,9.0,9.0
10155,715.436.819-56,train,3,0.0,19.666666666666668,Máquinas,Defensivos,9.0,4.0,9.0,9.0
16008,715.436.819-56,train,4,0.0,31.0,Fertilizantes,Defensivos,2.0,4.0,2.0,9.0
18981,715.436.819-56,train,5,1.0,31.6,Sementes,Defensivos,7.0,4.0,2.0,9.0
66590,715.436.819-56,train,6,0.0,116.5,Defensivos,Defensivos,9.0,4.0,4.0,9.0
75225,715.436.819-56,val,7,1.0,113.85714285714286,Fertilizantes,Defensivos,7.0,4.0,4.0,9.0
91223,715.436.819-56,test,8,0.0,122.0,Defensivos,Defensivos,4.0,4.0,,9.0
93188,715.436.819-56,test,9,,110.77777777777777,,Defensivos,,7.0,,9.0
62302,715.460.552-90,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
93126,715.464.992-53,test,0,,101.99133428646456,,Defensivos,,0,,2.0
25986,715.470.963-49,train,0,0.0,101.99133428646456,Fertilizantes,Defensivos,5.0,0,6.0,2.0
29306,715.470.963-49,train,1,0.0,36.0,Defensivos,Defensivos,8.0,9.0,5.0,6.0
35523,715.470.963-49,train,2,0.0,53.0,Defensivos,Defensivos,5.0,9.0,6.0,6.0
36160,715.470.963-49,train,3,0.0,37.666666666666664,Defensivos,Defensivos,7.0,9.0,6.0,6.0
40694,715.470.963-49,train,4,0.0,41.0,Máquinas,Defensivos,1.0,5.0,5.0,6.0
50342,715.470.963-49,train,5,0.0,54.6,Defensivos,Defensivos,8.0,5.0,4.0,6.0
51221,715.470.963-49,train,6,1.0,47.166666666666664,Sementes,Defensivos,4.0,5.0,2.0,6.0
99059,715.470.963-49,test,7,,116.14285714285714,,Defensivos,,5.0,,6.0
3553,715.471.882-00,train,0,1.0,101.99133428646456,Defensivos,Defensivos,0.0,0,4.0,2.0
16606,715.471.882-00,train,1,0.0,140.0,Sementes,Fertilizantes,7.0,9.0,6.0,4.0
19483,715.471.882-00,train,2,0.0,86.0,Defensivos,Fertilizantes,2.0,9.0,5.0,4.0
19794,715.471.882-00,train,3,0.0,58.666666666666664,Defensivos,Fertilizantes,7.0,9.0,5.0,4.0
25972,715.471.882-00,train,4,0.0,62.0,Defensivos,Defensivos,5.0,9.0,4.0,5.0
28137,715.471.882-00,train,5,0.0,54.4,Defensivos,Defensivos,8.0,7.0,4.0,5.0
29205,715.471.882-00,train,6,1.0,47.166666666666664,Defensivos,Defensivos,4.0,7.0,2.0,4.0
56483,715.471.882-00,train,7,0.0,84.42857142857143,Fertilizantes,Defensivos,3.0,7.0,3.0,4.0
57430,715.471.882-00,train,8,0.0,75.25,Defensivos,Defensivos,0.0,7.0,2.0,4.0
61917,715.471.882-00,train,9,1.0,72.77777777777777,Fertilizantes,Defensivos,2.0,7.0,2.0,4.0
90568,715.471.882-00,test,10,,97.8,,Defensivos,,7.0,,4.0
30643,715.501.544-00,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
56875,715.511.190-21,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
19044,715.652.310-40,train,0,0.0,101.99133428646456,Máquinas,Defensivos,2.0,0,5.0,2.0
28661,715.652.310-40,train,1,1.0,109.0,,Máquinas,,2.0,2.0,5.0
