evento_id,entidade_id,data_evento,categoria,marca,fabricante,produto,quantidade,valor,desconto,pagamento,canal,uf,sexo,data_nascimento
82245,500.494.878-09,2026-01-26,Sementes,AgriPlus,Empresa A,P0053,4,2526.9,201.74,Cartão,Online,MG,F,1955-12-30
82246,742.392.562-40,2026-01-26,Fertilizantes,CampoForte,Empresa C,P0125,5,2396.06,194.39,PIX,Representante,PR,F,1997-09-10
82247,112.980.974-95,2026-01-26,Defensivos,CampoForte,Empresa C,P0094,4,3691.96,53.04,PIX,Representante,BA,M,1973-10-08
82248,286.860.612-14,2026-01-26,Máquinas,CampoForte,Empresa C,P0162,7,16834.51,1005.34,Boleto,Loja,MG,M,2000-09-06
82249,655.668.901-72,2026-01-27,Máquinas,CampoForte,Empresa C,P0167,8,42603.58,2500.74,Boleto,Representante,MT,M,1991-11-23
82250,811.404.591-47,2026-01-27,Fertilizantes,AgriPlus,Empresa C,P0137,4,10518.17,551.03,PIX,Online,PR,M,2005-07-31
82251,159.351.509-05,2026-01-27,Máquinas,AgriPlus,Empresa B,P0163,10,105027.49,9699.51,Cartão,Loja,PR,F,1999-04-25
82252,537.122.951-54,2026-01-27,Máquinas,AgriPlus,Empresa B,P0157,10,89879.68,7686.32,Cartão,Loja,PR,M,1995-07-23
82253,581.447.937-06,2026-01-27,Fertilizantes,CampoForte,Empresa C,P0113,7,5173.59,209.06,Boleto,Loja,PR,M,2004-09-28
82254,130.639.104-06,2026-01-27,Máquinas,VerdeTech,Empresa C,P0171,8,40377.45,5000.95,PIX,Representante,RS,F,1998-11-30
82255,281.789.328-06,2026-01-27,Sementes,AgriPlus,Empresa B,P0040,7,2695.64,47.31,Boleto,Loja,MT,F,2001-03-25
82256,252.009.561-02,2026-01-27,Máquinas,CampoForte,Empresa C,P0149,5,31354.31,4865.04,Boleto,Online,GO,F,1976-09-13
82257,207.974.430-53,2026-01-27,Máquinas,CampoForte,Empresa B,P0169,10,100798.82,13488.58,Boleto,Online,BA,F,1958-08-30
82258,382.768.853-14,2026-01-27,Fertilizantes,AgriPlus,Empresa C,P0140,9,12197.83,708.62,PIX,Online,RS,F,1977-12-22
82259,994.908.825-93,2026-01-27,Defensivos,AgroMax,Empresa A,P0085,3,1982.06,154.12,PIX,Loja,BA,F,1950-01-18
82260,429.528.881-08,2026-01-27,Sementes,CampoForte,Empresa A,P0054,3,4101.17,237.76,Boleto,Loja,PR,M,2002-12-12
82261,464.754.172-03,2026-01-27,Máquinas,AgroMax,Empresa C,P0153,5,56328.38,4269.72,Cartão,Online,PR,F,2008-04-28
82262,677.770.428-07,2026-01-27,Máquinas,AgroMax,Empresa B,P0155,5,87381.25,11287.35,PIX,Representante,RS,F,1982-10-07
82263,447.605.630-08,2026-01-27,Sementes,VerdeTech,Empresa B,P0010,4,9513.22,805.34,Cartão,Loja,PR,F,1962-12-08
82264,875.826.039-07,2026-01-27,Fertilizantes,CampoForte,Empresa C,P0128,1,732.87,39.83,PIX,Representante,MT,F,1994-11-05
82265,109.340.054-43,2026-01-27,Máquinas,AgroMax,Empresa B,P0168,5,61565.86,5630.64,Cartão,Online,MT,M,1989-12-24
82266,701.180.455-20,2026-01-27,Defensivos,VerdeTech,Empresa B,P0071,7,8140.22,455.29,Cartão,Loja,MT,M,1988-10-10
82267,121.664.096-36,2026-01-27,Máquinas,AgriPlus,Empresa A,P0172,5,31992.13,4476.07,Cartão,Representante,RS,M,1952-07-22
82268,597.658.128-50,2026-01-27,Sementes,AgroMax,Empresa A,P0022,8,7922.14,742.26,Cartão,Representante,PR,M,1963-06-10
82269,412.080.019-90,2026-01-27,Máquinas,CampoForte,Empresa B,P0155,1,14058.44,1790.04,PIX,Online,BA,F,1994-05-28
82270,040.147.609-01,2026-01-27,Fertilizantes,AgroMax,Empresa B,P0136,5,8010.46,605.04,Boleto,Loja,PR,M,1980-08-26
82271,855.175.254-58,2026-01-27,Máquinas,CampoForte,Empresa C,P0167,10,74530.21,10337.39,PIX,Loja,BA,F,1968-09-11
82272,420.771.463-46,2026-01-27,Máquinas,AgriPlus,Empresa C,P0166,9,40726.1,3506.02,PIX,Online,RS,M,1974-01-05
82273,832.932.330-74,2026-01-27,Defensivos,AgroMax,Empresa B,P0086,5,2960.96,210.39,Cartão,Online,PR,F,1953-02-05
82274,279.808.097-50,2026-01-27,Sementes,VerdeTech,Empresa A,P0052,2,2355.55,241.95,PIX,Representante,MG,F,1966-01-16
82275,588.345.093-82,2026-01-27,Defensivos,CampoForte,Empresa C,P0083,8,9082.0,894.0,Cartão,Online,MG,F,1993-12-05
82276,231.413.253-08,2026-01-27,Máquinas,AgroMax,Empresa A,P0169,7,46804.84,2233.8,PIX,Online,PR,F,1972-12-07
82277,535.099.587-13,2026-01-27,Defensivos,AgriPlus,Empresa B,P0099,8,7351.36,601.36,Boleto,Representante,PR,F,1951-04-26
82278,256.432.423-11,2026-01-27,Máquinas,AgroMax,Empresa C,P0164,8,83829.58,13525.06,Cartão,Loja,BA,F,1958-01-14
82279,677.770.428-07,2026-01-27,Máquinas,AgroMax,Empresa A,P0173,1,10532.08,1355.65,Cartão,Loja,RS,F,1982-10-07
82280,724.095.912-05,2026-01-27,Sementes,CampoForte,Empresa A,P0054,2,1443.31,161.35,Boleto,Loja,RS,F,1984-06-01
82281,221.260.306-10,2026-01-27,Fertilizantes,AgriPlus,Empresa B,P0121,6,5631.8,691.3,PIX,Loja,GO,F,1975-06-30
82282,065.759.478-40,2026-01-27,Sementes,AgriPlus,Empresa A,P0049,10,8373.9,371.8,PIX,Online,MT,M,1976-08-11
82283,553.265.899-40,2026-01-27,Máquinas,VerdeTech,Empresa A,P0165,5,36385.7,5311.35,Cartão,Online,PR,M,1953-10-24
82284,221.111.699-00,2026-01-27,Máquinas,VerdeTech,Empresa C,P0149,7,56721.4,6430.22,Boleto,Online,PR,F,1956-11-05
82285,212.789.980-63,2026-01-27,Defensivos,AgroMax,Empresa A,P0064,4,4260.56,252.08,PIX,Representante,BA,M,1950-05-12
82286,299.063.294-83,2026-01-27,Máquinas,VerdeTech,Empresa A,P0171,6,30038.24,3190.54,Cartão,Representante,PR,F,1980-11-01
82287,949.781.830-06,2026-01-27,Máquinas,AgroMax,Empresa A,P0144,2,34252.49,4969.13,Boleto,Online,MG,M,1979-10-25
82288,036.772.636-03,2026-01-27,Sementes,VerdeTech,Empresa C,P0045,4,3665.42,166.14,Cartão,Online,BA,M,1947-02-26
82289,446.533.688-80,2026-01-27,Defensivos,VerdeTech,Empresa A,P0072,3,3367.37,390.52,PIX,Representante,MG,F,2001-08-22
82290,010.740.767-10,2026-01-27,Máquinas,CampoForte,Empresa C,P0160,2,7724.29,827.11,Boleto,Online,MT,M,1956-09-09
82291,567.768.119-97,2026-01-27,Máquinas,AgroMax,Empresa C,P0167,9,101278.65,3279.75,PIX,Loja,GO,M,1956-07-23
82292,386.275.916-44,2026-01-27,Máquinas,VerdeTech,Empresa A,P0157,9,68138.07,10597.89,Boleto,Loja,MT,M,1955-08-26
82293,626.691.505-78,2026-01-27,Defensivos,VerdeTech,Empresa B,P0064,8,14407.41,770.75,Boleto,Loja,PR,F,1965-03-01
82294,938.164.232-05,2026-01-27,Sementes,AgroMax,Empresa A,P0028,8,9611.62,1128.7,PIX,Loja,PR,F,1964-02-17
82295,938.164.232-05,2026-01-27,Máquinas,VerdeTech,Empresa C,P0145,1,10170.59,1139.5,Cartão,Loja,PR,F,1964-02-17
82296,843.935.342-12,2026-01-27,Máquinas,AgroMax,Empresa C,P0145,2,26107.1,2549.58,Cartão,Loja,MG,M,1952-09-29
82297,542.893.642-84,2026-01-27,Fertilizantes,CampoForte,Empresa A,P0135,6,4907.34,199.74,Boleto,Loja,RS,F,1990-04-21
82298,871.793.533-45,2026-01-27,Defensivos,CampoForte,Empresa B,P0068,8,7384.3,921.94,Cartão,Online,MT,F,1969-12-07
82299,559.033.738-01,2026-01-27,Máquinas,AgroMax,Empresa B,P0172,1,10558.1,1123.87,Boleto,Representante,MG,F,1991-04-08
82300,767.267.911-27,2026-01-27,Sementes,AgroMax,Empresa A,P0008,1,648.9,69.77,PIX,Loja,PR,M,1974-03-11
82301,709.200.323-70,2026-01-27,Máquinas,VerdeTech,Empresa B,P0150,1,3415.39,288.64,Boleto,Representante,PR,M,1994-06-11
82302,948.281.331-60,2026-01-27,Máquinas,VerdeTech,Empresa A,P0153,5,29433.53,902.27,Boleto,Loja,PR,M,2006-01-16
82303,063.942.145-82,2026-01-27,Fertilizantes,CampoForte,Empresa C,P0130,7,8837.77,445.14,Cartão,Loja,PR,F,1973-11-15
82304,853.197.684-78,2026-01-27,Máquinas,AgriPlus,Empresa B,P0154,3,18264.38,689.71,PIX,Online,GO,M,1951-04-29
82305,600.176.480-84,2026-01-27,Máquinas,AgriPlus,Empresa C,P0168,3,41295.46,1132.16,Cartão,Loja,RS,M,1971-01-20
82306,133.227.134-07,2026-01-27,Defensivos,AgriPlus,Empresa B,P0075,6,4268.28,240.3,Cartão,Representante,MG,F,1980-01-23
82307,606.809.375-10,2026-01-27,Sementes,AgriPlus,Empresa B,P0034,6,4439.89,596.27,PIX,Online,MT,F,1961-04-22
82308,411.264.819-71,2026-01-27,Máquinas,CampoForte,Empresa C,P0146,8,94484.49,2001.51,Boleto,Online,RS,F,1971-12-25
82309,317.938.084-57,2026-01-27,Sementes,CampoForte,Empresa B,P0050,3,2165.57,184.15,Boleto,Online,PR,M,1993-09-10
82310,378.747.397-10,2026-01-27,Fertilizantes,AgroMax,Empresa C,P0114,9,12847.07,1685.86,PIX,Online,PR,F,1967-07-16
82311,508.710.447-90,2026-01-27,Máquinas,AgroMax,Empresa A,P0161,6,11353.37,293.05,Cartão,Online,PR,M,1998-08-29
82312,018.573.064-73,2026-01-27,Fertilizantes,AgroMax,Empresa B,P0126,2,2479.38,226.8,Boleto,Representante,PR,M,1975-12-29
82313,499.218.884-20,2026-01-27,Máquinas,CampoForte,Empresa A,P0158,2,7030.29,545.63,Cartão,Loja,MT,F,2000-01-16
82314,657.342.845-56,2026-01-27,Sementes,VerdeTech,Empresa A,P0053,2,3763.85,421.67,PIX,Online,PR,F,2005-01-17
82315,302.274.570-21,2026-01-27,Sementes,VerdeTech,Empresa C,P0059,1,514.03,27.24,Cartão,Online,PR,F,1955-01-15
82316,249.477.986-37,2026-01-27,Sementes,AgroMax,Empresa A,P0055,10,10361.3,648.5,PIX,Loja,PR,M,1973-10-19
82317,045.763.034-57,2026-01-27,Máquinas,AgriPlus,Empresa C,P0147,9,52011.22,1770.62,Boleto,Representante,MG,M,1957-08-14
82318,915.567.696-01,2026-01-27,Fertilizantes,VerdeTech,Empresa A,P0109,3,2763.93,163.26,Cartão,Online,RS,M,1953-09-22
82319,713.578.012-46,2026-01-27,Fertilizantes,AgroMax,Empresa B,P0130,7,2578.9,294.67,Cartão,Online,MG,F,1965-10-23
82320,365.847.234-02,2026-01-27,Sementes,VerdeTech,Empresa B,P0037,2,1172.89,135.57,Cartão,Loja,PR,M,1985-09-02
82321,592.605.959-32,2026-01-27,Máquinas,AgriPlus,Empresa A,P0167,2,10463.69,1392.57,PIX,Online,PR,F,1951-06-11
82322,685.557.835-77,2026-01-27,Fertilizantes,AgriPlus,Empresa C,P0115,5,5794.18,624.97,PIX,Loja,GO,M,1994-08-12
82323,546.648.654-06,2026-01-27,Defensivos,CampoForte,Empresa B,P0061,2,1401.04,71.54,Boleto,Loja,PR,F,1966-08-18
82324,466.662.849-50,2026-01-27,Fertilizantes,AgroMax,Empresa B,P0126,6,4179.32,267.64,PIX,Loja,RS,F,1978-10-28
82325,877.920.534-82,2026-01-27,Defensivos,AgroMax,Empresa B,P0098,5,5333.81,670.94,Boleto,Representante,BA,M,1961-02-13
82326,159.351.509-05,2026-01-27,Máquinas,AgriPlus,Empresa A,P0154,1,3994.49,51.95,Cartão,Loja,PR,F,1999-04-25
82327,910.239.958-08,2026-01-27,Fertilizantes,VerdeTech,Empresa A,P0136,5,7893.39,213.46,Boleto,Online,RS,M,2007-03-20
82328,215.859.914-65,2026-01-27,Defensivos,AgriPlus,Empresa A,P0076,2,2226.29,102.47,Boleto,Loja,GO,M,1957-08-13
82329,077.691.092-21,2026-01-27,Fertilizantes,VerdeTech,Empresa B,P0131,5,13261.16,147.19,Cartão,Online,PR,F,1951-07-11
82330,988.045.413-85,2026-01-27,Defensivos,VerdeTech,Empresa B,P0096,10,7586.6,368.4,Boleto,Representante,PR,F,1963-11-21
82331,512.901.141-45,2026-01-27,Máquinas,AgroMax,Empresa A,P0149,8,196878.79,12449.45,PIX,Loja,RS,F,1982-01-09
82332,926.274.908-26,2026-01-27,Sementes,VerdeTech,Empresa C,P0002,9,7374.7,626.12,Cartão,Representante,MG,F,1974-06-12
82333,701.180.455-20,2026-01-27,Máquinas,AgriPlus,Empresa A,P0178,1,3246.8,230.93,PIX,Loja,MT,M,1988-10-10
82334,903.091.019-48,2026-01-27,Defensivos,CampoForte,Empresa C,P0064,4,3476.51,355.69,Boleto,Loja,PR,M,1979-06-24
82335,529.566.754-51,2026-01-27,Defensivos,AgriPlus,Empresa C,P0061,3,1384.38,67.56,Cartão,Representante,RS,F,1947-01-26
82336,811.039.827-88,2026-01-27,Fertilizantes,AgriPlus,Empresa A,P0113,9,13825.15,1100.99,Cartão,Representante,BA,M,1982-11-07
82337,275.439.882-16,2026-01-27,Defensivos,CampoForte,Empresa C,P0091,5,7704.17,898.33,PIX,Representante,MG,M,1984-08-29
82338,275.439.882-16,2026-01-27,Sementes,CampoForte,Empresa B,P0017,2,1644.53,34.81,PIX,Online,MG,M,1984-08-29
82339,801.979.276-70,2026-01-27,Defensivos,AgroMax,Empresa B,P0093,9,4467.55,410.54,Boleto,Loja,PR,M,2001-10-06
82340,970.287.324-01,2026-01-27,Máquinas,AgroMax,Empresa C,P0170,5,29910.11,2413.49,PIX,Online,PR,M,1948-07-16
82341,300.752.224-26,2026-01-27,Sementes,AgroMax,Empresa A,P0004,5,2682.9,322.35,Boleto,Loja,GO,F,1990-03-17
82342,844.242.977-80,2026-01-27,Fertilizantes,AgroMax,Empresa C,P0115,10,14521.81,791.19,Boleto,Loja,PR,F,1987-09-05
82343,022.098.305-40,2026-01-27,Máquinas,CampoForte,Empresa A,P0179,10,74489.38,492.82,Cartão,Representante,PR,M,1972-08-05
82344,380.080.976-12,2026-01-27,Máquinas,CampoForte,Empresa A,P0159,5,18667.59,391.06,PIX,Representante,PR,M,1979-10-28
82345,158.330.144-50,2026-01-27,Sementes,AgroMax,Empresa A,P0053,3,4620.74,117.04,Boleto,Online,PR,M,1961-03-06
82346,000.043.199-07,2026-01-27,Defensivos,AgriPlus,Empresa B,P0074,2,1353.62,18.44,PIX,Representante,MG,F,1988-08-13
82347,544.619.251-61,2026-01-27,Sementes,VerdeTech,Empresa A,P0047,9,6466.06,562.04,PIX,Online,BA,F,1953-10-27
82348,136.477.120-94,2026-01-27,Sementes,CampoForte,Empresa B,P0044,5,5455.92,324.53,Cartão,Loja,PR,F,1992-07-03
82349,243.019.410-45,2026-01-27,Sementes,VerdeTech,Empresa A,P0025,3,1026.25,38.33,Boleto,Representante,MG,M,1968-06-25
82350,803.312.462-87,2026-01-27,Sementes,AgriPlus,Empresa C,P0060,3,1179.82,39.41,Boleto,Online,MT,F,1994-01-12
82351,412.106.413-56,2026-01-27,Máquinas,AgriPlus,Empresa C,P0143,9,119514.81,19943.88,Cartão,Loja,PR,M,1987-12-23
82352,884.248.336-27,2026-01-27,Sementes,AgroMax,Empresa B,P0006,5,2300.57,103.13,Cartão,Representante,MT,M,1963-12-16
82353,782.989.233-40,2026-01-27,Sementes,AgroMax,Empresa C,P0037,9,4373.15,216.04,Boleto,Loja,MG,F,1971-01-06
82354,381.839.123-89,2026-01-27,Máquinas,AgriPlus,Empresa A,P0171,8,16730.48,368.72,PIX,Representante,GO,F,2007-09-01
82355,771.492.485-35,2026-01-27,Fertilizantes,VerdeTech,Empresa A,P0102,3,4541.47,439.13,PIX,Online,PR,F,1968-06-11
82356,002.175.977-42,2026-01-27,Sementes,AgriPlus,Empresa C,P0028,9,9697.07,418.21,Boleto,Online,PR,M,2006-02-12
82357,813.628.627-20,2026-01-27,Máquinas,AgriPlus,Empresa A,P0142,5,50017.2,2917.15,Cartão,Representante,BA,M,1949-04-04
82358,921.056.466-97,2026-01-27,Defensivos,CampoForte,Empresa C,P0073,3,1342.6,43.79,Boleto,Loja,BA,F,1951-12-07
82359,003.142.121-08,2026-01-27,Máquinas,VerdeTech,Empresa B,P0178,5,11386.9,896.15,PIX,Online,BA,M,1957-07-10
82360,771.492.485-35,2026-01-27,Sementes,AgriPlus,Empresa B,P0010,6,11735.67,727.53,Boleto,Representante,PR,F,1968-06-11
82361,507.908.454-58,2026-01-28,Defensivos,AgriPlus,Empresa C,P0069,7,9086.71,392.48,PIX,Loja,PR,F,1982-11-18
82362,655.115.945-12,2026-01-28,Sementes,AgriPlus,Empresa C,P0015,1,805.32,31.21,Cartão,Loja,MT,M,1975-04-11
82363,023.213.421-96,2026-01-28,Máquinas,CampoForte,Empresa A,P0151,3,48640.03,2877.38,PIX,Loja,MT,F,1994-10-10
82364,415.561.556-89,2026-01-28,Máquinas,VerdeTech,Empresa B,P0161,8,87830.35,2682.85,Boleto,Online,MT,F,2000-02-16
82365,807.881.770-36,2026-01-28,Sementes,AgroMax,Empresa C,P0023,3,1468.66,95.6,Boleto,Representante,GO,F,1990-04-17
82366,354.674.994-40,2026-01-28,Fertilizantes,CampoForte,Empresa A,P0120,7,6527.04,254.49,Boleto,Loja,GO,M,2002-06-29
82367,816.861.894-78,2026-01-28,Máquinas,AgroMax,Empresa A,P0163,3,29530.3,1962.41,Boleto,Representante,GO,F,1964-06-17
82368,049.788.910-27,2026-01-28,Defensivos,AgriPlus,Empresa A,P0062,1,706.15,58.37,Boleto,Loja,RS,M,2003-07-28
82369,512.972.341-46,2026-01-28,Sementes,CampoForte,Empresa A,P0054,1,1636.41,127.03,Cartão,Representante,PR,F,1965-09-12
82370,569.528.878-90,2026-01-28,Máquinas,AgriPlus,Empresa A,P0146,6,59375.19,3191.19,PIX,Loja,RS,M,1982-08-24
82371,861.053.595-94,2026-01-28,Sementes,CampoForte,Empresa C,P0037,1,549.34,45.2,Cartão,Online,MT,M,1975-05-21
82372,698.887.243-47,2026-01-28,Fertilizantes,CampoForte,Empresa B,P0104,9,10395.96,1653.06,PIX,Loja,RS,M,1959-08-24
82373,179.037.404-90,2026-01-28,Defensivos,CampoForte,Empresa B,P0073,8,4913.28,201.92,Cartão,Loja,GO,M,1951-12-06
82374,551.737.012-85,2026-01-28,Máquinas,CampoForte,Empresa B,P0156,9,40806.46,2454.56,Boleto,Online,PR,F,1965-02-12
82375,436.419.034-91,2026-01-28,Máquinas,VerdeTech,Empresa B,P0161,9,30941.17,591.14,PIX,Representante,MT,F,2003-07-09
82376,530.051.120-04,2026-01-28,Fertilizantes,AgroMax,Empresa B,P0117,4,4219.91,145.37,Cartão,Loja,MT,M,1965-06-28
82377,468.565.660-18,2026-01-28,Sementes,CampoForte,Empresa A,P0014,7,7257.54,802.75,PIX,Loja,PR,F,1954-01-23
82378,931.178.240-81,2026-01-28,Sementes,AgriPlus,Empresa C,P0044,7,9319.11,549.98,PIX,Online,GO,M,1982-07-02
82379,538.982.930-17,2026-01-28,Sementes,VerdeTech,Empresa B,P0030,1,2433.63,198.19,PIX,Online,MG,M,1979-12-14
82380,512.449.677-00,2026-01-28,Sementes,AgroMax,Empresa B,P0055,6,10879.89,1300.17,Boleto,Representante,RS,F,1993-04-26
82381,130.263.835-11,2026-01-28,Sementes,VerdeTech,Empresa C,P0017,5,8609.9,170.4,Boleto,Representante,MT,M,1999-04-20
82382,002.175.977-42,2026-01-28,Sementes,VerdeTech,Empresa B,P0031,3,3385.12,103.01,Boleto,Online,PR,M,2006-02-12
82383,065.545.415-27,2026-01-28,Máquinas,CampoForte,Empresa A,P0176,5,6053.8,500.05,Boleto,Loja,PR,F,1949-03-16
82384,159.351.509-05,2026-01-28,Máquinas,CampoForte,Empresa A,P0141,5,15942.56,1942.39,Boleto,Loja,PR,F,1999-04-25
82385,637.987.592-19,2026-01-28,Máquinas,VerdeTech,Empresa C,P0174,10,151728.34,8329.16,Boleto,Loja,MG,F,1991-12-23
82386,552.039.147-53,2026-01-28,Sementes,AgriPlus,Empresa B,P0031,1,761.67,43.56,Boleto,Loja,MT,M,1992-07-10
82387,695.050.459-48,2026-01-28,Defensivos,AgroMax,Empresa B,P0075,6,6888.81,930.03,Boleto,Representante,PR,F,1980-03-13
82388,871.793.533-45,2026-01-28,Sementes,AgroMax,Empresa B,P0014,9,11019.78,540.36,Boleto,Online,MT,F,1969-12-07
82389,271.174.714-09,2026-01-28,Sementes,AgroMax,Empresa B,P0023,3,2669.51,67.39,PIX,Online,MT,M,1958-08-01
82390,354.868.532-38,2026-01-28,Máquinas,AgriPlus,Empresa B,P0149,7,77776.29,6974.88,Boleto,Online,MG,F,1989-03-11
82391,241.887.141-07,2026-01-28,Fertilizantes,VerdeTech,Empresa A,P0102,10,10935.11,274.49,Boleto,Representante,MT,F,1981-03-18
82392,541.494.837-28,2026-01-28,Máquinas,AgroMax,Empresa A,P0150,7,27104.63,1362.55,Boleto,Online,MT,M,2005-05-19
82393,264.329.887-05,2026-01-28,Sementes,AgroMax,Empresa B,P0031,8,4164.39,159.29,PIX,Loja,PR,F,1967-12-01
82394,907.171.122-68,2026-01-28,Fertilizantes,AgriPlus,Empresa A,P0119,6,4162.86,268.26,Cartão,Representante,PR,F,2007-01-31
82395,909.600.468-01,2026-01-28,Sementes,VerdeTech,Empresa C,P0056,1,479.72,4.08,PIX,Representante,RS,F,1988-03-30
82396,405.400.534-90,2026-01-28,Máquinas,AgroMax,Empresa C,P0156,4,35565.73,3766.47,Boleto,Online,GO,F,1961-07-02
82397,047.438.138-24,2026-01-28,Máquinas,VerdeTech,Empresa A,P0179,10,57181.44,6097.46,PIX,Loja,PR,M,1974-08-15
82398,946.683.816-40,2026-01-28,Máquinas,CampoForte,Empresa A,P0141,6,36733.26,748.26,Boleto,Online,BA,F,1971-06-23
82399,909.600.468-01,2026-01-28,Sementes,VerdeTech,Empresa B,P0042,7,4984.79,178.41,PIX,Representante,RS,F,1988-03-30
82400,065.261.947-96,2026-01-28,Defensivos,AgriPlus,Empresa C,P0100,7,17976.01,2314.26,Cartão,Online,MT,F,1950-05-06
82401,858.427.823-08,2026-01-28,Máquinas,AgriPlus,Empresa A,P0150,1,22097.25,3262.47,PIX,Representante,BA,F,1984-06-14
82402,109.750.973-77,2026-01-28,Sementes,CampoForte,Empresa A,P0022,1,883.69,82.04,Cartão,Representante,RS,F,1963-01-21
82403,952.301.418-83,2026-01-28,Máquinas,VerdeTech,Empresa A,P0165,5,52340.91,2287.99,Cartão,Online,PR,M,1999-07-11
82404,267.423.169-69,2026-01-28,Defensivos,CampoForte,Empresa A,P0100,4,3904.47,310.37,Cartão,Online,RS,F,1955-09-25
82405,073.216.641-12,2026-01-28,Sementes,VerdeTech,Empresa A,P0005,5,2051.56,239.89,PIX,Representante,MG,F,2003-01-10
82406,565.928.010-26,2026-01-28,Fertilizantes,CampoForte,Empresa B,P0134,6,5397.7,472.46,PIX,Loja,PR,M,1981-07-07
82407,428.829.222-05,2026-01-28,Máquinas,AgroMax,Empresa A,P0174,1,10959.07,616.14,PIX,Loja,PR,M,1958-01-04
82408,462.409.041-12,2026-01-28,Sementes,VerdeTech,Empresa A,P0040,4,5473.92,247.24,Boleto,Online,PR,F,1994-04-10
82409,309.864.085-57,2026-01-28,Sementes,AgriPlus,Empresa A,P0033,8,7494.36,279.64,Boleto,Representante,PR,M,1947-08-18
82410,028.051.504-90,2026-01-28,Sementes,AgroMax,Empresa C,P0037,1,1003.05,106.06,Cartão,Loja,RS,M,1992-03-11
82411,695.188.982-19,2026-01-28,Sementes,CampoForte,Empresa B,P0013,1,1043.22,84.4,Cartão,Representante,MT,M,1977-09-28
82412,088.543.259-29,2026-01-28,Máquinas,AgriPlus,Empresa A,P0173,5,54537.3,6209.55,Boleto,Loja,MG,M,2006-08-04
82413,533.847.112-46,2026-01-28,Defensivos,CampoForte,Empresa C,P0081,6,29203.21,2343.35,Cartão,Representante,RS,F,1958-09-02
82414,055.321.445-40,2026-01-28,Defensivos,CampoForte,Empresa B,P0071,6,6561.09,623.43,PIX,Online,MG,F,1974-07-10
82415,929.799.093-27,2026-01-28,Máquinas,AgriPlus,Empresa C,P0171,3,25358.23,1327.85,Cartão,Loja,GO,F,1950-10-04
82416,217.255.076-09,2026-01-28,Máquinas,AgriPlus,Empresa B,P0147,5,32828.5,1353.75,PIX,Online,PR,M,1949-06-18
82417,208.701.685-25,2026-01-28,Defensivos,VerdeTech,Empresa C,P0087,3,7103.81,441.37,Cartão,Loja,RS,M,1968-01-07
82418,053.353.047-40,2026-01-28,Sementes,AgroMax,Empresa C,P0054,2,2691.83,63.35,Cartão,Online,MG,M,1982-01-23
82419,568.051.760-42,2026-01-28,Fertilizantes,AgroMax,Empresa C,P0110,2,3752.62,556.74,Cartão,Representante,RS,F,1969-12-16
82420,375.514.865-00,2026-01-28,Defensivos,AgriPlus,Empresa A,P0077,5,4847.08,454.87,Cartão,Online,MG,F,1975-01-13
82421,768.454.518-34,2026-01-28,Defensivos,CampoForte,Empresa A,P0081,4,12840.35,791.13,PIX,Representante,RS,F,1978-11-27
82422,362.978.355-43,2026-01-28,Fertilizantes,AgroMax,Empresa A,P0101,4,2279.77,319.27,Boleto,Representante,MT,F,1994-10-07
82423,023.132.393-06,2026-01-28,Defensivos,AgroMax,Empresa C,P0086,8,7607.59,862.89,Cartão,Online,GO,F,2006-08-01
82424,908.415.870-94,2026-01-28,Sementes,AgroMax,Empresa C,P0013,3,944.44,63.59,PIX,Representante,PR,F,1958-01-22
82425,733.565.501-36,2026-01-28,Sementes,VerdeTech,Empresa B,P0041,2,1412.65,34.27,PIX,Loja,PR,M,1967-09-17
82426,326.087.512-37,2026-01-28,Defensivos,CampoForte,Empresa A,P0080,9,6474.63,309.48,Cartão,Loja,PR,M,2008-04-28
82427,093.546.277-57,2026-01-28,Fertilizantes,AgriPlus,Empresa B,P0128,1,915.48,86.07,Cartão,Loja,MG,F,2003-10-09
82428,065.759.478-40,2026-01-28,Fertilizantes,VerdeTech,Empresa B,P0115,2,2002.88,162.62,PIX,Online,MT,M,1976-08-11
82429,196.209.848-62,2026-01-28,Máquinas,CampoForte,Empresa A,P0155,10,67533.88,2290.72,Cartão,Loja,RS,F,1994-06-11
82430,848.782.518-40,2026-01-28,Defensivos,AgriPlus,Empresa A,P0068,5,2873.79,244.81,Cartão,Loja,MG,M,1994-09-17
82431,786.083.568-13,2026-01-28,Fertilizantes,AgriPlus,Empresa C,P0130,7,5154.29,60.71,Cartão,Online,PR,M,1949-04-26
82432,246.891.137-77,2026-01-28,Defensivos,VerdeTech,Empresa C,P0096,2,1161.93,90.77,Boleto,Online,PR,F,2003-02-03
82433,811.000.709-07,2026-01-28,Defensivos,AgriPlus,Empresa B,P0095,1,574.97,71.64,Cartão,Representante,RS,F,1979-09-21
82434,698.887.243-47,2026-01-28,Fertilizantes,AgriPlus,Empresa B,P0114,8,13522.99,1168.45,PIX,Representante,RS,M,1959-08-24
82435,476.740.566-19,2026-01-28,Defensivos,CampoForte,Empresa A,P0067,5,5124.82,764.98,Boleto,Loja,MT,F,1976-07-13
82436,552.138.069-88,2026-01-28,Máquinas,AgroMax,Empresa C,P0168,1,5854.73,722.35,Boleto,Loja,PR,M,1989-02-20
82437,429.528.881-08,2026-01-28,Defensivos,AgroMax,Empresa A,P0087,5,7960.65,312.3,Boleto,Loja,PR,M,2002-12-12
